move_id,move_num,character_id,move_category_id,move_name,move_name_kana,command,startup_frame,active_frame,hit_frame,block_frame,attribute,effect_id_1,effect_id_2,effect_id_3,effect_id_4,effect_id_5,remarks_1,remarks_2,remarks_3,remarks_4,remarks_5
00186,32,020,003,霞蹴り,かすみげり,fork,19,19 - 21,D,3,上,1,,,,,,,,,
00187,33,020,003,禊ぎ祓い,みそぎはらい,fowp,15,15 - 16,D,-9,上,6,5,3,,,相手の攻撃を受け止めるとパワーアップ(ガード時削りダメージあり),ヒート発動時浪花の気焔を獲得,,,
00188,34,020,003,鬼首断頭～浪花の気焔,おにくびだんとう～なにわのきえん,fowk,29,29 - 30,D,-1,中,6,,,,,orfodkwk,ヒット時浪花の気焔を獲得,ガード時削りダメージあり,,
00189,35,020,003,後蹴腿,こうしゅうたい,foij,23,23 - 24,D,0,上,,,,,,パンチ捌き効果あり,,,,
00190,36,020,003,阿羅々木,あららぎ,fclprp,13,13 - 14,D,-3,中上 投げ,7,,,,,正面ヒット時投げへ,,,,
00191,37,020,003,伽羅木,きゃらぼく,fclprk,13,13 - 14,D,-12,中中,6,,,,,,,,,
00192,38,020,003,昇打,しょうだ,fcrp,15,15 - 16,浮,-6,中,,,,,,,,,,
00193,39,020,003,鏡乃,かがみの,fclk,20,20 - 21,D,-8,中,6,,,,,,,,,
00194,40,020,003,水面澄まし,みなもすまし,fcwk,28,28 - 30,TR,-26,下,1,,,,,or【rklk】,fcwkzbでキャンセルしてしゃがみへ,,,
00195,41,020,003,雲雀槌,うんじゃくつい,crrp,18,18 - 18,9,-4,中,5,,,,,ヒート発動時浪花の気焔を獲得,空中ヒット時FB,,,
00196,42,020,003,砂城,さしろ,crwp,20,20 - 20,D,-18,下,,,,,,or しゃがんだ状態でwp,,,,
00197,43,020,003,紫雲二段蹴り,しうんにだんげり,crwk,14,14 - 14,浮,-8,下上,,,,,,,,,,
00198,44,020,003,燕返し,つばめがえし,bclp,14,14 - 14,6,-10,中,,,,,,,,,,
00199,45,020,003,巡り飛燕,めぐりひえん,bclprp,14,14 - 14,D,-9,中上,6,5,,,,ヒート発動時浪花の気焔を獲得,,,,
00200,46,020,003,巡り雨燕,めぐりあまつばめ,bclprk,14,14 - 14,D,-15,中中,2,,,,,,,,,
00201,47,020,003,蒼槍掌,そうそうしょう,bcrp,20,20 - 21,浮,-11,中,2,,,,,,,,,
00202,48,020,003,時雨燕,しぐれつばめ,bclk,20,20 - 20,4,-12,下,8,,,,,,,,,
00203,49,020,003,刈脚,かりあし,bcrkrkrk,22,22 - 24,4,-7,下下下,,,,,,bcrkxn,bcrkrkxn,bcrkrkrkxnで直接しゃがみへ,,
00204,50,020,003,刈脚白縫い,かりあししらぬい,刈脚中にlk,17,17 - 17,浮,-3,上,,,,,,,,,,
00205,51,020,003,刈脚白鷺,かりあしはくろ,刈脚中にuk,22,22 - 22,-3,-3,特殊下段 上,,,,,,ukからの攻撃に繋がる,,,,
00206,52,020,003,暗幻楼,あんげんろう,bcwp,42,42 - 42,D,10,中,6,,,,,下段捌き効果あり,,,,
00207,53,020,003,菫,すみれ,balp,29,29 - 30,6,-10,下,,,,,,balpxnでキャンセルしてしゃがみへ,,,,
00208,54,020,003,菫刈,すみれがり,balp(カウンターヒット),29,29 - 30,D,-10,下,,,,,,正面ヒット時投げへ,,,,
00209,55,020,003,燕槌霞掌拳,えんついかすみしょうけん,barplp,15,15 - 15,4,-7,中中,,,,,,folpからの攻撃に繋がる,,,,
00210,56,020,003,燕槌刈脚,えんついかりあし,barprk,15,15 - 15,0,-11,中下,,,,,,bcrkからの攻撃に繋がる,barprkxnで直接しゃがみへ,,,
00211,57,020,003,燕槌彩華蓮蹴,えんついさいかれんしゅう,barpwprk,15,15 - 15,D,-13,中上中,6,,,,,barpwpxnでキャンセルしてしゃがみへ,,,,
00212,58,020,003,竜車蹴り,りゅうしゃげり,balk,16,16 - 17,浮,-19,中,,,,,,,,,,
00213,59,020,003,竜車蹴り鬼殺し～浪花の気焔,りゅうしゃげりおにごろし～なにわのきえん,balkrpヒット時lp,16,16 - 17,浮,-19,中中,,,,,,balkrpxnでキャンセルしてしゃがみへ,浪花の気焔を獲得,,,
00214,60,020,003,竜車蹴り刈脚,りゅうしゃげりかりあし,balkrk,16,16 - 17,D,-11,中下,,,,,,bcrkからの攻撃に繋がる,balkrkxnで直接しゃがみへ,,,
00215,61,020,003,艶葉蕗～浪花の気焔,つやばぶき～なにわのきえん,barkrplkヒット時lp,15,15 - 16,D,-16,中中中,6,,,,,浪花の気焔を獲得,,,,
00216,62,020,003,裏水仙,うらすいせん,bauklk,12,12 - 12,-2,-13,上下下,,,,,,,,,,
00217,63,020,003,水仙,すいせん,baukrk,12,12 - 12,5,-14,上下中,,,,,,,,,,
00218,64,020,003,皐月,さつき,baij,24,24 - 25,6,-9,中,,,,,,キック捌き効果あり,,,,
00219,65,020,003,住吉降打,すみよしこうだ,juwp,31,31 - 32,D,-13,中,,,,,,bjwp,ガード時削りダメージあり,浪花の気焔保有時パワーアップ,空中ヒット時FB,
00220,66,020,003,生閾魂双打,いくたまそうだ,fjlprp,13,13 - 13,13,-11,上中,6,,,,,orbjlprporjulprp,相手の左横移動に強く追尾する性能あり,fjlprpxnでキャンセルしてしゃがみへ,,
00221,67,020,003,蘭月,らんげつ,fjrp,14,14 - 14,D,-1,上 投げ,7,,,,,正面地上ヒット時投げへ,,,,
00222,68,020,003,巌戸,いわと,fjlk,20,20 - 21,8,-3,中,,,,,,orbjlkorjulk,,,,
00223,69,020,003,天空,てんくう,fjrk,20,20 - 21,浮,-13,中,,,,,,orbjrkorjurk,,,,
00224,70,020,003,鬼灯,ほおずき,fodklp,23,23 - 23,14,5,中,8,,,,,ガード時削りダメージあり,空中ヒット時FB,,,
00225,71,020,003,日矛鏡,ひぼこのかがみ,fodkrplp,15,15 - 16,D,-5,中上,6,5,,,,fodkrpxnで直接しゃがみへ,ヒート発動時浪花の気焔を獲得,,,
00226,72,020,003,八尺鏡,やたかがみ,fodkrplk,15,15 - 16,D,-7,中中,6,,,,,fodkrpxnで直接しゃがみへ,2発目ホールド可(ガード時削りダメージあり),,,
00227,73,020,003,日像鏡～浪花の気焔,ひがたのかがみ～なにわのきえん,fodkrpwp,15,15 - 16,D,-13,中中,6,,,,,浪花の気焔を獲得,,,,
00228,74,020,003,纏い柊,まといひいらぎ,fodklk,20,20 - 21,11,-9,中,6,1,,,,,,,,
00229,75,020,003,師走,しわす,fodkrk,20,20 - 21,TR,-3,上,6,,,,,,,,,
00230,76,020,003,天神昇打,てんじんしょうだ,fodkwp,19,19 - 20,スクリュー,-6,中,2,,,,,ガード時削りダメージあり,浪花の気焔保有時パワーアップ,,,
00231,77,020,003,天鈿女命,あめのうずめ,fofodklk,24,24 - 28,D,3,中,6,,,,,orbjbalk,ガード時削りダメージあり,,,
00232,78,020,003,愛染横打,あいぜんおうだ,fofodkwp,17,17 - 18,D,4,上,6,2,1,,,ガード時削りダメージあり,浪花の気焔保有時パワーアップ,,,
00233,79,020,004,気合溜め,きあいだめ,all,,,,, ,,,,,,効果持続中はガードできない/自動カウンターヒット,,,,
00234,80,020,004,ナニワアルティメットタックル, ,all中にwp,16,16 - 16,,,投げ(中),,,,,,投げ抜けwp,,,,
00235,81,020,004,連続ビンタ,れんぞくビンタ,ナニワアルティメットタックル中にrplprplp,16,16 - 16,D,,投げ(中),,,,,,投げ抜け不能,,,,
00236,82,020,016,鬼殺し・宵宮祭,おにごろし・よいみやまつり,浪花の気焔保有時にforpヒット or ガード時wp,17,17 - 18,TR,-8,中中,2,,,,,浪花の気焔を消費(ヒート中は代わりにヒート状態の残り時間を消費する),ガード時削りダメージあり,,,
00237,83,020,016,住吉降打・祭,すみよしこうだ・まつり,浪花の気焔保有時にjuwp,31,31 - 32,D,8,中,,,,,,浪花の気焔を消費(ヒート中は代わりにヒート状態の残り時間を消費する),ガード時削りダメージあり,空中ヒット時FB,,
00238,84,020,016,生國魂双打・祭,いくたまそうだ・まつり,浪花の気焔保有時にfjlprp,13,13 - 13,D,0,上中,6,,,,,相手の左横移動に強く追尾する性能あり,fjlprpxnでキャンセルしてしゃがみへ,浪花の気焔を消費(ヒート中は代わりにヒート状態の残り時間を消費する),ガード時削りダメージあり,
00239,85,020,016,天神昇打・祭,てんじんしょうだ・まつり,浪花の気焔保有時にfodkwp,19,19 - 20,TR,2,中,2,,,,,浪花の気焔を消費(ヒート中は代わりにヒート状態の残り時間を消費する),ガード時削りダメージあり,,,
00240,86,020,016,愛染横打・祭,あいぜんおうだ・まつり,浪花の気焔保有時にfofodkwp,17,17 - 18,TR,11,上,6,2,1,,,浪花の気焔を消費(ヒート中は代わりにヒート状態の残り時間を消費する),ガード時削りダメージあり,,,
00241,87,020,005,紫勁腿,しけいたい,立ち途中にlprk,14,14 - 15,D,-4,中上,6,,,,,,,,,
00242,88,020,005,琥珀,こはく,立ち途中にrpwp,13,13 - 14,17,-5,中上,8,,,,,正面ヒット時引き手入道へ,,,,
00243,89,020,005,香月,かげつ,立ち途中にlk,18,18 - 19,浮,-16,中,2,,,,,,,,,
00244,90,020,005,トゥースマッシュ, ,立ち途中にrk,11,11 - 12,8,-3,中,,,,,,,,,,
00245,91,020,005,簾流し,すだれながし,立ち途中にwp,21,21 - 21,13,-2,中,,,,,,立ち途中にwpxnでキャンセルしてしゃがみへ,,,,
00246,92,020,005,流雲二段蹴り,りゅううんにだんげり,しゃがんだ状態でwklk,21,21 - 22,D,0,中中中中,8,,,,,しゃがんだ状態でwklkxnで直接しゃがみへ,空中ヒット時FB,,,
00247,93,020,005,雅,みやび,しゃがんだ状態でfcrp,16,16 - 17,0,-11,下,,,,,,,,,,
00248,94,020,005,水無月,みなづき,しゃがんだ状態でfclk,17,17 - 17,D,-9,中,6,,,,,ホールド可(ガード時削りダメージあり),,,,
00249,95,020,005,１０連コンボ（１）,１０れんコンボ（１）,立ち途中にrplplplprplprklkwk,13,13 - 14,,,中上中上中 特殊下段 中下中,,,,,,,,,,
00250,96,020,005,１０連コンボ（２）,１０れんコンボ（２）,立ち途中にrplplplprpuklpwk,13,13 - 14,,,中上中上中 特殊下段 上上下上,,,,,,,,,,
00251,97,020,005,１０連コンボ（３）,１０れんコンボ（３）,立ち途中にrplplplk,13,13 - 14,,,中上中中,6,,,,,,,,,
00252,98,020,009,霞掌打,かすみしょうだ,横移動中にrp,13,13 - 14,D,-13,中,6,5,,,,ヒート発動時浪花の気焔を獲得,,,,
00253,99,020,009,椿,つばき,横移動中にrk,17,17 - 21,7,-6,上,,,,,,,,,,
00254,100,020,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,lpxn(orcrlpxn)で起き上がらずダウンへ,,,
00255,101,020,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
00256,102,020,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
00257,103,020,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
00258,104,020,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
00259,105,020,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
00260,106,020,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
00261,107,020,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
00262,108,020,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
00263,109,020,006,合氣投げ,あいきなげ,相手に接近してwl,12,12 - 14,D,-2,投げ(上),1,7,,,,投げ抜けlp(orrp),,,,
00264,110,020,006,形貫き,かたぬき,相手に接近してwr,12,12 - 14,D,-2,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
00265,111,020,006,蜘蛛絡み,くもがらみ,相手の左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けlp,,,,
00266,112,020,006,風車,かざぐるま,相手の右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けrp,,,,
00267,113,020,006,十字背落とし,じゅうじせおとし,相手の背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),,,,,,投げ抜け不能,,,,
00268,114,020,006,引き手入道,ひきてにゅうどう,相手に接近してfowl(orfowr),19,19 - 20,17,,上,,,,,,投げ抜け不能,,,,
00269,115,020,006,行住喝破,ぎょうじゅうかっぱ,引き手入道中にrp,19,19 - 19,D,-3,中,6,5,,,,ガード時削りダメージあり,ヒート発動時浪花の気焔を獲得,,,
00270,116,020,006,座臥寸鉄,ざがすんてつ,引き手入道中にrk,19,19 - 19,D,-14,下,,,,,,,,,,
00271,117,020,006,白山,はくざん,相手に接近してfcij,12,12 - 12,D,-6,投げ(上),7,,,,,投げ抜けrp,,,,
00272,118,020,006,桜花,おうか,相手に接近してfjwp,12,12 - 12,D,-3,投げ(上),,,,,,投げ抜けwp,,,,
00273,119,020,006,逆さ竜胆,さかさりんどう,しゃがんだ状態でbcwp,14,14 - 15,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
00274,120,020,007,水鏡,みかがみ,相手の攻撃に合わせてbawl(orbawr),,,D,,投げ,,,,,,ホールド可,,,,
00275,121,020,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,, ,2,,,,,,,,,
00276,1,030,153,ヒート中にできること１（共通）, ,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,, ,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
00277,2,030,153,ヒート中にできること２（共通）, ,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,, ,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
00278,3,030,153,ヒート中にできること３（共通）, ,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,, ,,,,,,ヒート状態でLB(orij),,,,
00279,4,030,153,ヒート中にできること４（固有）, ,リベルタドール・レボルシオンが使用可能,,,,, ,,,,,,fowk、lkrpdkなど,,,,
00280,5,030,153,ヒート中にできること５（固有）, ,ヌエヴォ・リベルタドールが使用可能,,,,, ,,,,,,barpdk、balplprpdk、リベルタドール中にlprpdk,,,,
00281,6,030,153,ヒート中にできること６（固有）, ,パワーアップしたリベルタドールが使用可能,,,,, ,,,,,,リベルタドール中にcrwk,リベルタドール中に相手の上段攻撃を受けるなど,,,
00282,7,030,001,ヒートバースト, ,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,リベルタドール中も使用可,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,
00283,8,030,001,グルーヴィーストライク, ,lkrp,14,14 - 14,6,-12,中中,6,5,,,,lkrpdkでキャンセルしてリベルタドールへ(ヒート状態持続中はパワーアップ),,,,
00284,9,030,001,ティフォンパテアル, ,forkrk,17,17 - 18,D,-7,中上,1,6,5,,,forkrkahでキャンセルして背向けへ,,,,
00285,10,030,001,タコンプランジャー, ,balk,19,19 - 19,8,2,中,8,5,,,,ガード時削りダメージあり,空中ヒット時FB,,,
00286,11,030,001,ゴルペカプチーノ, ,リベルタドール(fowkなど)中にrp,14,14 - 15,21,-8,中,6,8,5,,,,,,,
00287,12,030,001,グッドルッキングガール, ,(相手しゃがみ中に)接近してcrwl(orcrwr),12,12 - 13,D,,投げ(中),5,,,,,or(相手しゃがみ中に)接近してリベルタドール中にcrwl(orcrwr),投げ抜け不能,ヒートダッシュ不能,,
00288,13,030,001,リベルタドール・レボルシオン, ,ヒート状態でfowk,,,,, ,,,,,,or ヒート状態でlkrpdkor ヒート状態でbjbadk,リベルタドールへ,ヒート状態の残り時間を消費する,,
00289,14,030,001,ダブルブレンドテンペスタ～ヌエヴォ・リベルタドール, ,ヒート状態でbalplprpヒット or ガードdk,14,14 - 15,スクリュー,7,上上上,,,,,,リベルタドールへ,ガード時削りダメージあり,ヒート状態の残り時間を消費する,,
00290,15,030,001,ミルヌディーリョ～ヌエヴォ・リベルタドール, ,ヒート状態でbarpヒット or ガードdk,18,18 - 19,スクリュー,7,上,1,,,,,リベルタドールへ,ガード時削りダメージあり,ヒート状態の残り時間を消費する,,
00291,16,030,001,ブレイドテンペスタ～ヌエヴォ・リベルタドール, ,ヒート状態でリベルタドール中にlprpヒット or ガードdk,13,13 - 13,スクリュー,7,上上,,,,,,リベルタドールへ,ガード時削りダメージあり,ヒート状態の残り時間を消費する,,
00292,17,030,001,ワンドリップシエロ, ,ヒート状態でリベルタドール中にcrwk,16,16 - 18,TR,4,中,2,,,,,ヒート状態の残り時間を消費する,crwkxnで直接しゃがみへ,,,
00293,18,030,001,フエゴプーノ・エヴィタシオン, ,ヒート状態でリベルタドール中に相手の上段攻撃を受ける,17,17 - 18,D,,中,,,,,,ヒート状態の残り時間回復,完全回避効果あり,回復可能ゲージあれば体力回復,,
00294,19,030,001,ワンドリップシエロ～エヴィタシオン, ,ヒート状態でリベルタドール中に相手の下段攻撃を受ける,16,16 - 18,TR,,中,2,,,,,ヒート状態の残り時間回復,完全回避効果あり,回復可能ゲージあれば体力回復,,
00295,20,030,001,アズセナスペシャルティ, ,ヒート状態でij,15,15 - 16,D,6,中上中,,,,,,リベルタドール中も使用可,ヒートスマッシュ,ヒット時投げへ,ガード時リベルタドールへ,
